date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,Road_Configuration,Road_Conditions,vehicleconcat1,# No Of accidents
2013-11-01,0.4986486486486486,0.3540609137055838,0.034108527131782945,0.0,0.0,0.1625698324022346,0.17142857142857146,0.07475421999629013,0.22857142857142854,0.0666061941168848,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'No Information', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'No Information', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER']","['DRY', 'DRY', 'WET', 'UNKNOWN', 'WET', 'WET', 'WET', 'WET', 'DRY', 'WET', 'WET', 'WET', 'DRY', 'WET', 'WET', 'WET', 'WET', 'No Information', 'WET', 'DRY', 'WET', 'WET']","['PASSENGER CAR_PASSENGER CAR', 'SINGLE UNIT TRUCK (2-AXLE- 6-TIRE)_PASSENGER CAR', 'VAN_PASSENGER CAR', 'SPORT UTILITY', 'SPORT UTILITY_SPORT UTILITY', 'LIGHT TRUCK (MINI-VAN- PANEL)_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PICKUP_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR_SINGLE UNIT TRUCK (2-AXLE- 6-TIRE)', 'PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PICKUP', 'No Information', 'VAN_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR']",22
2013-12-01,0.6054054054054053,0.6078680203045684,0.0,0.0,0.0,0.09999999999999998,0.3428571428571429,0.03728436282693379,0.37142857142857133,0.04055980303226643,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'ONE-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY', 'DRY', 'DRY', 'No Information', 'DRY', 'DRY']","['SPORT UTILITY', 'PASSENGER CAR', 'SPORT UTILITY_VAN', 'PASSENGER CAR', 'No Information', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY']",7
2013-01-13,0.6878378378378378,0.6573604060913706,0.0,0.0,0.0,0.4374301675977654,0.6285714285714286,0.2780560192914116,0.6285714285714286,0.19424646883503954,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED']","['WET', 'DRY', 'DRY', 'DRY', 'DRY', 'UNKNOWN', 'No Information']","['PASSENGER CAR', 'VAN_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'VAN', 'PICKUP_PASSENGER CAR', 'UNKNOWN', 'No Information']",7
2013-01-14,0.727027027027027,0.58248730964467,0.0,0.0,0.0,0.3251396648044693,0.6285714285714286,0.14932294565015766,0.6285714285714286,0.11597771154593753,"['ONE-WAY,NOT DIVIDED', 'UNKNOWN', 'TWO-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN']","['DRY', 'WET', 'DRY', 'DRY', 'DRY', 'DRY']","['PICKUP_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR']",6
2013-01-15,0.5405405405405406,0.468274111675127,0.0015503875968992248,0.0,0.0,0.4251396648044693,0.057142857142857134,0.2033017992951215,0.028571428571428567,0.19424646883503954,"['TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN']","['WET', 'DRY', 'WET', 'DRY', 'WET', 'WET', 'DRY', 'WET', 'DRY', 'DRY', 'WET', 'No Information']","['PASSENGER CAR', 'SPORT UTILITY_VAN', 'PICKUP_VAN', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PICKUP', 'SPORT UTILITY_PICKUP', 'SPORT UTILITY_PASSENGER CAR', 'VAN_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'No Information']",12
2013-01-16,0.5135135135135135,0.3401015228426396,0.027906976744186046,0.0,0.0,0.12513966480446925,0.028571428571428567,0.03728436282693379,0.4571428571428571,0.05209278216923677,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['WET', 'WET', 'WET', 'WET', 'WET', 'DRY', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET']","['SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'LIGHT TRUCK (MINI-VAN- PANEL)_LIGHT TRUCK (MINI-VAN- PANEL)', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR_VAN', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_VAN', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY']",17
2013-01-17,0.3918918918918919,0.3540609137055838,0.21860465116279068,0.12013536379018612,0.0,0.4748603351955306,0.11428571428571427,0.481357818586533,0.057142857142857134,0.3883633536348322,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'SAND: MUD: DIRT: GRAVEL', 'WET', 'WET', 'WET', 'WET', 'WET', 'SLUSH']","['PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'SPORT UTILITY_SPORT UTILITY', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'VAN_UNKNOWN', 'SPORT UTILITY_SPORT UTILITY', 'PASSENGER CAR_PICKUP', 'VAN_PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR', 'No Information', 'No Information', 'PICKUP_PICKUP', 'PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR']",18
2013-01-18,0.3351351351351351,0.2893401015228427,0.009302325581395349,0.02030456852791878,0.1658206429780034,0.11284916201117318,1.0,0.11203858282322388,1.0,0.10431514837372036,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'No Information', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY', 'DRY', 'ICE', 'ICE', 'ICE', 'WET', 'No Information', 'ICE', 'DRY', 'WET', 'WET', 'WET', 'DRY', 'ICE', 'DRY', 'ICE', 'DRY', 'DRY']","['SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR', 'PICKUP', 'SPORT UTILITY', 'No Information', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY', 'SPORT UTILITY_PASSENGER CAR', 'VAN', 'PASSENGER CAR_PASSENGER CAR', 'PICKUP', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR']",19
2013-01-19,0.2972972972972973,0.39086294416243655,0.0,0.0,0.0,0.18770949720670388,0.5714285714285714,0.11203858282322388,0.5714285714285714,0.07826875728910199,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED']","['DRY', 'DRY', 'DRY', 'DRY']","['SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'LIGHT TRUCK (MINI-VAN- PANEL)_PASSENGER CAR']",4
2013-01-20,0.4189189189189189,0.5050761421319797,0.0,0.0,0.0,0.3502793296089385,0.7714285714285715,0.1660174364681877,0.7714285714285715,0.16807049371517432,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['No Information', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_LIGHT TRUCK (MINI-VAN- PANEL)', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR']",5
2013-01-21,0.3351351351351351,0.4543147208121827,0.0,0.0,0.0,0.2748603351955307,0.6285714285714286,0.21999629011315155,0.8,0.20863029674744074,"['TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY']","['VAN_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR']",2
2013-01-22,0.28243243243243243,0.25126903553299496,0.0,0.0,0.0,0.2877094972067039,0.8285714285714286,0.1660174364681877,0.8285714285714286,0.18258390566282234,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN']","['DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'VAN_VAN', 'PASSENGER CAR_PICKUP', 'PICKUP_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR']",10
2013-01-23,0.18783783783783786,0.23984771573604066,0.0,0.0,0.0,0.22513966480446929,0.6285714285714286,0.2033017992951215,0.7142857142857143,0.16807049371517432,"['TWO-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER']","['DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR', 'LIGHT TRUCK (MINI-VAN- PANEL)_TRUCK/TRAILER', 'UNKNOWN HEAVY TRUCK_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY']",7
